article_id,article_version,icd10_noncovered_group,"paragraph",last_updated
59908,6,1,"<p>N/A</p>",2025-09-17 18:40:36.057000000
59914,6,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2024-09-24 22:13:20.797000000
59915,19,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2025-09-15 17:45:59.257000000
59918,3,1,"",2024-09-30 15:06:18.880000000
59919,3,1,"",2025-06-26 18:36:09.690000000
59920,4,1,"",2024-09-30 15:14:01.130000000
59926,3,1,"<p><p style=""line-height: normal;"">The following ICD-10-CM codes are considered non-covered for all molecular pathology procedures:</p></p>",2024-09-24 18:11:38.867000000
59933,9,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article</p>",2024-10-04 15:29:36.283000000
59938,2,1,"",2024-10-03 12:09:37.157000000
59939,3,1,"",2025-06-27 18:54:07.743000000
59940,5,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article</p>",2024-10-04 15:30:23.437000000
59956,3,1,"<p>N/A</p>",2025-01-31 15:29:26.400000000
59960,3,1,"<p><span style=""line-height: 115%;"">All other ICD-10-CM codes not listed under <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> will be denied as not medically necessary.</span></p>",2025-01-31 15:27:56.453000000
59970,2,1,"",2025-01-31 15:28:41.627000000
59971,3,1,"",2025-09-05 14:00:09.427000000
59972,4,1,"",2025-02-07 16:23:56.123000000
59973,6,1,"",2025-09-04 14:32:13.863000000
59975,2,1,"",2025-01-31 12:31:31.290000000
59976,3,1,"",2025-09-02 20:38:50.867000000
59977,2,1,"",2025-01-31 12:32:04.607000000
59978,3,1,"",2025-09-02 20:37:33.647000000
59980,3,1,"",2025-01-31 12:20:36.093000000
59981,3,1,"",2025-09-03 10:53:52.420000000
60145,6,1,"",2025-07-09 12:21:59.777000000
60151,6,1,"<p>N/A</p>",2025-07-11 15:54:49.340000000
60154,6,1,"<p>N/A</p>",2025-07-11 15:55:34.900000000
60160,6,1,"",2025-07-10 11:35:33.813000000
60177,5,1,"",2025-05-09 11:26:42.227000000
60178,3,1,"<p>N/A</p>",2025-05-06 21:48:45.037000000
60179,4,1,"<p>N/A</p>",2025-05-06 21:54:09.710000000
60180,4,1,"",2025-05-08 12:36:56.940000000
60182,2,1,"",2025-05-05 10:44:57.627000000
60184,3,1,"",2025-05-08 17:54:14.147000000
60186,3,1,"",2025-05-05 11:29:20.260000000
60187,3,1,"",2025-05-05 11:07:13.023000000
60194,2,1,"",2025-05-06 15:04:53.330000000
60195,4,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article. </span></p>",2025-05-22 20:22:10.500000000
60196,4,1,"<p><span style=""text-align: left; color: #212529; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Verdana, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; -webkit-text-stroke-width: 0px; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2025-05-22 20:22:41.977000000
60204,7,1,"",2025-08-18 13:50:44.043000000
60210,3,1,"",2025-05-08 20:58:52.757000000
60212,2,1,"",2025-05-07 16:57:58.917000000
60214,4,1,"",2025-08-21 18:29:10.763000000
60216,4,1,"",2025-08-22 14:21:18.117000000
60221,3,1,"",2025-09-19 13:10:02.370000000
60234,3,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article. </span></p>",2025-07-17 14:52:46.097000000
60235,3,1,"",2025-08-18 14:00:09.923000000
60238,3,1,"",2025-08-22 13:39:43.777000000
60240,3,1,"",2025-08-21 18:28:22.650000000
60244,2,1,"",2025-09-18 15:32:47.170000000
60246,3,1,"",2025-09-19 13:11:25.180000000
60249,5,1,"",2025-09-18 15:34:00.667000000
60255,5,1,"",2025-08-18 13:55:45.757000000
60271,2,1,"",2025-08-22 14:02:20.633000000
60273,2,1,"",2025-07-11 19:17:48.453000000
60275,2,1,"",2025-07-18 11:41:50.570000000
60276,3,1,"<p>N/A</p>",2025-09-03 17:34:46.887000000
60278,6,1,"",2025-09-19 13:32:10.173000000
60285,4,1,"",2025-09-19 13:10:56.383000000
60291,2,1,"",2025-09-17 13:34:11.887000000
60293,3,1,"",2025-08-21 18:27:03.487000000
60295,3,1,"",2025-09-17 13:30:49.270000000
60297,3,1,"",2025-09-19 13:12:09.147000000
60299,3,1,"",2025-09-16 18:35:55.063000000
60301,3,1,"",2025-09-18 14:45:05.743000000
60304,3,1,"",2025-09-18 15:45:11.010000000
60305,2,1,"<p>N/A</p>",2025-08-19 14:40:00.193000000
60307,3,1,"<p>N/A</p>",2025-09-15 16:48:05.710000000
60309,3,1,"<p>N/A</p>",2025-09-15 17:12:39.460000000
60314,5,1,"<p>All those not listed under the &#8220;ICD-10 Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-05 17:38:50.237000000
60317,4,1,"<p>All those not listed under the &#8220;ICD-10 Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-05 17:42:49.697000000
60321,2,1,"<p>N/A</p>",2025-09-16 17:46:48.023000000
60325,2,1,"",2025-09-18 18:47:23.977000000
